When I Fall in Love
At Last
The Way You Look Tonight
You Can’t Hurry Love
Can’t Take My Eyes Off Of You
Can’t Help Falling in Love
How Sweet It Is
Is This Love
I Will Always Love You
My Heart Will Go On
Make You Feel My Love
Your Song
These Arms of Mine
Bring it On Home to Me
Let’s Stay Together
Dreaming of You
Say You Won’t Let Go
Skinny Love
Stay With Me
Wonderful Tonight
Everything
You Are So Beautiful
A Thousand Miles
A Thousand Years
The Way I Am
Perfect
Come Away With Me
Lucky
Love Story
Love On Top
Drops of Jupiter
The Way
No One
Always Be My Baby
I’ll Make Love to You
My Boo
Bleeding Love
All of Me
XO
Fallin
Crazy in Love
Let Me Love You
Hate That I Love You
All My Life
Purple Rain
Faithfully
Careless Whisper
Endless Love
Heaven
The Way You Make Me Feel
All Out of Love
Time After Time
I Just Died in Your Arms
Never Gonna Give You Up
Almost Paradise
I Just Called to Say I Love You
I Wanna Dance With Somebody (Who Loves Me)
Total Eclipse of the Heart
What About Love?
I Don’t Want to Miss a Thing
I Want to Know What Love Is
Something
Yellow
I’ll Stand by You
Crash Into Me
Always
More Than Words
You Make Loving Fun
Whole Lotta Love
Remember When
Check Yes or No
Greatest Love Story
The Dance
You’re Still The One
Bless The Broken Road
When You Say Nothing At All
Remind Me
Die a Happy Man
She’s in Love With the Boy
Your Man
Strawberry Wine
Loving You Was Easier
Crazy
Do I
My Girl
When a Man Loves a Woman
A Natural Woman
Iris
I’m Yours
Just The Way You Are
When You Look Me In The Eyes
"1,2,3,4"
Shape of You
She Will Be Loved
Love Me Tender
She’s Always a Woman To Me
Kiss Me
Love On The Brain
Killing Me Softly With His Song
Forever And Always
You Belong With Me
My Guy
We Found Love
Let’s Hear It for the Boys
Look At Me
Thank God I Found You 
You Make Lovin’ Fun 
I’ll Stand By You 
Spanish Guitar 
Wildest Dreams 
When You Kiss Me 
Love Wins 
Worth It 
Into You 
Crazy on You 
Best I Ever Had 
Whole Lotta Love 
Morning Light 
I Need You 
Keeper of the Stars 
Fallin’ 
Unconditionally 
First Time I Saw Your Face 
Love Song 
From This Moment 
Young and Beautiful 
Countdown 
Just a Kiss 
Take My Breath Away 
When I Said I Do 
My Baby Just Cares for Me 
Love On The Brain 
Angel of Mine 
In the Name of Love 
Never Forget You 
I Keep On Lovin’ You 
Thank You 
Adore You 
You Got The Love 
No Air 
The Very Thought of You 
All of Me 
I Will Always Love You 
Endless Love 
All I Want Is You 
I’ll Always Love You 
Sweet Love 
I’m Yours 
Love So Soft 
The Promise 
All the Love in the World 
I Love You Always and Forever 
Because You Loved Me 
Will You Love Me Tomorrow 
When You Say Nothing At All 
The Best 
When I Close My Eyes 
You Belong With Me 
Here With Me 
Vision of Love 
The Way I Am 
You Were Meant For Me 
I Wanna Know What Love Is 
Come Away With Me 
Tell Me You Love Me 
Where Have You Been 
Ashes 
Naked 
Already Taken 
You Light Up My Life 
Woman in Love 
What a Feeling 
Killing Me Softly With His Song 
I Was Made For Loving You 
Time After Time 
Morning Train 
Near You Always 
You Can Reach Me 
There Must Be An Angel (Playing With Heart) 
I Love You 
My Guy 
You Mean The World To Me 
One In A Million 
We Belong Together 
Underneath Your Clothes 
Diamonds 
Hold My Hand 
Truly Madly Deeply 
No One 
Love Me Like You Do 
A Thousand Years 
No Ordinary Love 
Can’t Help Falling In Love 
I Could Fall In Love 
Make You Feel My Love 
Power of Love 
Crazier 
Halo 
At Last 
Crystal Heart 
Lovin’ You 
The Look of Love 
That’s The Way It Is 
Unbreak My Heart 
Let Me Love You 
Viva Forever 
Fade Into Me 
The Power of Love 
One and Only 
Crazy in Love 
Love Story 
Crazy For You 
A Thousand Miles 
My Life Would Suck Without You 
No Judgement 
Say It First 
The Only Exception 
Willow 
Like My Father 
Stickwitu 
I’m Alive 
Always Be My Baby 
Give Your Heart A Break 
Don’t Let Me Down 
Lovers 
Bleeding Love 
Teenage Dream 
Rewrite the Stars
One Last Time 
Never Not 
You Say 
Capital Letters 
Nobody Wants To Be Lonely 
Say My Name 
You Found Me 
The Reason 
Dilemma 
Hate That I Love You 
Just Give Me A Reason 
What A Time 
Wherever You Will Go 
I have Nothing 
You Make Me Feel Like a Natural Woman 
My Heart Will Go On 
If I Ain’t Got You 
You’re Still The One 
Kiss Me 
I’m in The Mood for Love 
If I Had You 
Valerie 
The Cure 
Wrecking Ball 
Please Don’t Leave Me 
Everytime 
Can’t Fight The Moonlight 
I Knew I Loved You 
I Love You Always Forever 
That’s The Way Love Goes 
I Finally Found Someone 
I Wanna Be Down 
Lavender Haze
Made You Look 
Cardigan 
Don’t Go Yet 
Say You Won’t Let go 
Calm Down 
I Like Me Better 
Levitating 
Nonsense 
Angel Baby 
Summer of Love 
All She Wanna Do 
The Joker and The Queen 
All For Nothing (I’m So In Love) 
Pointless 
Until I Found You 
Positions 
Just The Way You Are 
This is What Falling in Love Feels Like 
